,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
16167,Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.06,73.0,25.0,7.7,156.67227235438884,Obsidian Entertainment,T
16168,Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.06,73.0,22.0,7.7,29.0,Criterion Games,M
16169,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16170,Diary Girl,DS,2008.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Konami,E
16171,Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16172,Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.6,31.0,Ubisoft Bulgaria,E
16173,War for the Overworld,PC,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.7,90.0,Subterranean Games,E
16174,World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Backbone Emeryville,E
16175,Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16176,Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16177,Honda ATV Fever,DS,2010.0,Racing,Storm City Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Beyond Reality,E
16178,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16179,50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16180,Psycho-Pass,XOne,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16181,Fab 5 Soccer,DS,2008.0,Sports,Destineer,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Magellan Interactive,E
16182,Destiny Links,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16183,Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,HotGen,E
16184,Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,"Interworks Unlimited, Inc.",E
16186,Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16187,Rocksmith 2014 Edition Remastered,XOne,2016.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,T
16188,Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16189,Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16190,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16191,Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.6,29.0,Takara,E
16192,Rewrite,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16193,Darksiders: Warmastered Edition,XOne,2016.0,Action,Nordic Games,0.01,0.0,0.0,0.0,0.06,73.0,22.0,7.7,29.0,Nordic Games Publishing,M
16194,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16195,"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16196,Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.7,156.67227235438884,"DMA Design, Rockstar North",M
16197,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16198,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16199,Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.3,29.0,King of the Jungle,E
16200,Super PickUps,Wii,2009.0,Racing,XS Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Milestone S.r.l,E
16201,Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16202,Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16203,Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16204,LifeSigns: Surgical Unit,DS,2005.0,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.7,29.0,Spike,T
16205,Konami Classics Vol. 2,X360,2009.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Konami,E10+
16206,The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,149.0,"Spidersoft, Spiders",M
16207,Football Manager Live,PC,2009.0,Sports,Sega,0.0,0.01,0.0,0.0,0.06,73.0,23.0,7.116133442712647,45.0,Sports Interactive,E
16208,Aeon Flux,XB,2005.0,Action,THQ,0.01,0.0,0.0,0.0,0.06,69.0,26.168198060234815,7.116133442712647,29.0,Terminal Reality,T
16209,Marginal #4: Idol of Supernova,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16210,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16211,Kana: Imouto,PSP,2010.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16212,Rock N' Roll Racing,SNES,1993.0,Racing,Interplay,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16213,Impossible Creatures,PC,2002.0,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.06,72.0,26.168198060234815,7.7,39.0,Relic,T
16214,Serious Sam II,PC,2005.0,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.06,73.0,26.168198060234815,7.116133442712647,152.0,Croteam,M
16215,Football Academy,DS,2009.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16216,GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Black Lantern Studios,E
16217,Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16218,Nodame Cantabile,PS2,2007.0,Misc,Banpresto,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16219,Games Around the World,DS,2010.0,Misc,Zoo Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Zoo Games,E10+
16220,Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16221,Blitzkrieg 2 Anthology,PC,2008.0,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,"1C, Various, 1C Company",E
16222,DoDonPachi Saidaioujou,X360,2013.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16223,Last Escort: Club Katze,PS2,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16224,Fuuraiki 3,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16225,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16226,1/2 Summer +,PSP,2013.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16227,Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16228,SBK09 Superbike World Championship,PS3,2009.0,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16229,Tears to Tiara: Kakan no Daichi Portable,PSP,2010.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16230,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16231,Ninja Gaiden Sigma 2,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16232,UEFA Champions League 2006-2007,PSP,2007.0,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.06,71.0,22.0,7.116133442712647,156.67227235438884,EA Canada,E
16233,Monster Rancher Advance 2,GBA,2002.0,Simulation,Tecmo Koei,0.01,0.0,0.0,0.0,0.06,73.0,22.0,7.7,29.0,"Tecmo, Graphic Research",E
16234,Big Hero 6: Battle in the Bay,3DS,2014.0,Action,GameMill Entertainment,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16235,Dr. Slump & Arale-Chan,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16236,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.116133442712647,101.0,EA Tiburon,E
16237,Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16238,Festa!! Hyper Girls Party,PS2,2006.0,Adventure,KID,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16239,Geten no Hana: Yume Akari,PSP,2014.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16240,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16241,Vanark,PS,1999.0,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16242,Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,Broccoli,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16243,WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Konami,E
16244,Fernbus Simulator,PC,2016.0,Simulation,Aerosoft,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,TML-Studios,E
16245,Furious Karting,XB,2003.0,Racing,Atari,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Babylon Software,T
16246,IL-2 Sturmovik,PC,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.7,130.0,"1C, 1C Company",T
16247,NHL 16,PS3,2015.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16248,Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16249,Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Storm City Games,E10+
16250,Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16251,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16252,Minna no Conveni,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16253,Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16254,Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Action,Inti Creates,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Inti Creates,T
16255,SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16256,Theatre Of War,PC,2007.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,"Battlefront.com, 1C, 1C Company",T
16257,Izumo 2,PS2,2006.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16258,Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16259,Bratz: Forever Diamondz,PS2,2006.0,Adventure,THQ,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Blitz Games,E
16260,Smiley World: Island Challenge,DS,2009.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Frame Studios Interactive,E
16261,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,Hudson Soft,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16262,Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16263,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16264,Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16265,Malice,XB,2004.0,Platform,Evolved Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Argonaut Games,T
16266,htoL#NiQ: The Firefly Diary,PSV,2014.0,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.06,68.81214905564063,22.0,7.7,29.0,Nippon Ichi Software,T
16267,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16268,Virtua Tennis 3,PC,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.4,29.0,Sumo Digital,E
16269,Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16270,Worms: WMD,XOne,2016.0,Action,Sold Out,0.01,0.0,0.0,0.0,0.06,73.0,24.0,7.7,29.0,Team 17,E10+
16271,Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16272,Shepherd's Crossing,PSP,2009.0,Simulation,Success,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Success,E
16273,The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,KING Art,T
16274,Dark Parables: The Exiled Prince,PC,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Blue Tea Games,E10+
16275,Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16276,Hyakka Yakou,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16277,San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16278,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16279,Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,SCEA,E10+
16280,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16281,Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16282,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16284,Princess Arthur,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16285,Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16286,Sherlock Holmes: The Devil's Daughter,PC,2016.0,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.3,72.0,Frogwares,T
16287,Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16288,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16289,Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16290,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16291,Satisfashion,Wii,2010.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,XS Games,E
16292,Truck Racer,Wii,2009.0,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16293,Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.06,73.0,22.0,7.7,29.0,Terminal Reality,T
16295,K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16296,Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,KCEJ,T
